avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
40.0,1.0,12.25,0.43,2.0,0.71,lying
40.25,0.83,12.0,0.0,2.0,0.0,lying
40.25,0.83,12.0,0.0,2.33,0.94,lying
40.5,0.5,12.0,0.0,2.5,0.5,lying
40.25,0.83,12.0,0.0,2.33,1.25,lying
40.5,0.5,12.0,0.0,2.33,1.25,lying
40.5,0.5,12.0,0.0,3.25,0.83,lying
40.5,0.5,12.25,0.43,3.0,0.71,lying
40.67,0.47,12.0,0.0,2.0,0.82,lying
40.25,0.83,12.0,0.0,3.0,0.71,lying
39.67,0.94,12.0,0.0,3.33,0.94,lying
40.6,0.49,12.0,0.0,2.5,0.5,lying
40.5,0.5,12.0,0.0,2.0,0.0,lying
40.33,0.47,12.0,0.0,3.0,0.0,lying
40.0,1.0,12.0,0.0,1.5,0.87,lying
40.5,0.5,12.0,0.0,1.33,0.47,lying
40.0,1.0,12.0,0.0,2.0,0.71,lying
40.0,1.0,12.0,0.0,2.0,0.0,lying
40.0,1.0,12.0,0.0,2.0,0.71,lying
40.5,0.5,12.0,0.0,2.0,1.0,lying
40.5,0.5,12.0,0.0,3.0,1.0,lying
40.33,0.94,12.0,0.0,2.33,0.47,lying
40.0,1.0,12.0,0.0,2.0,1.0,lying
40.5,0.5,12.0,0.0,1.5,0.5,lying
40.33,0.47,12.0,0.0,1.25,0.43,lying
40.5,0.5,12.0,0.0,1.75,0.83,lying
40.5,0.5,12.0,0.0,1.5,0.5,lying
40.25,0.83,12.0,0.0,1.33,0.47,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.5,0.5,12.0,0.0,2.0,0.0,lying
40.5,0.5,12.0,0.0,1.33,0.47,lying
40.5,0.5,12.0,0.0,2.0,0.0,lying
40.0,0.82,12.0,0.0,2.0,0.0,lying
40.25,0.83,12.5,0.5,2.0,0.0,lying
40.5,0.5,12.0,0.0,1.5,0.5,lying
40.5,0.5,12.0,0.0,1.33,0.47,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.67,0.47,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.33,0.47,12.0,0.0,0.0,0.0,lying
40.5,0.5,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.25,0.43,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.5,0.5,12.0,0.0,2.0,1.0,lying
40.25,0.83,12.0,0.0,1.67,0.94,lying
40.25,0.83,12.0,0.0,1.33,0.47,lying
40.33,0.94,12.0,0.0,0.0,0.0,lying
40.33,0.47,12.67,0.47,0.0,0.0,lying
40.5,0.5,12.5,0.5,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.5,0.5,12.33,0.47,0.0,0.0,lying
40.0,1.0,13.0,0.0,0.0,0.0,lying
40.67,0.47,13.0,0.0,0.0,0.0,lying
40.33,0.47,13.0,0.0,0.0,0.0,lying
40.5,0.5,13.0,0.0,0.0,0.0,lying
39.67,0.94,14.0,0.0,0.0,0.0,lying
40.5,0.5,13.25,0.43,0.0,0.0,lying
40.25,0.83,13.25,0.43,0.0,0.0,lying
40.5,0.5,13.0,0.0,0.0,0.0,lying
40.0,1.0,13.25,0.43,0.0,0.0,lying
40.33,0.47,13.0,0.0,0.0,0.0,lying
40.5,0.5,13.25,0.43,0.0,0.0,lying
40.25,0.83,13.5,0.87,0.0,0.0,lying
40.5,0.5,13.0,0.0,0.0,0.0,lying
40.0,1.0,14.0,0.0,0.0,0.0,lying
40.67,0.47,14.0,0.0,0.0,0.0,lying
40.25,0.83,13.75,0.43,0.0,0.0,lying
40.33,0.47,13.33,0.47,0.0,0.0,lying
40.25,0.83,12.5,0.5,1.0,0.0,lying
40.5,0.5,13.75,1.09,6.0,2.45,lying
40.5,0.5,12.0,0.0,8.0,1.41,lying
40.25,0.83,12.0,0.0,6.0,2.74,lying
40.0,1.0,12.25,0.43,0.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
41.0,0.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,3.0,0.0,lying
40.0,1.0,12.0,0.0,1.67,0.47,lying
40.33,0.47,12.0,0.0,2.0,0.71,lying
40.25,0.83,12.0,0.0,1.5,0.87,lying
40.0,0.82,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,5.0,0.82,lying
40.5,0.5,12.5,0.5,5.25,0.43,lying
40.25,0.83,13.0,0.71,4.67,0.94,lying
40.5,0.5,13.0,0.0,5.67,0.47,lying
40.25,0.83,13.0,0.0,5.67,0.47,lying
40.25,0.83,13.0,0.71,6.25,0.43,lying
40.5,0.5,13.0,0.0,5.75,0.43,lying
40.5,0.5,13.0,0.0,5.5,1.12,lying
40.25,0.83,12.5,0.5,5.0,1.41,lying
40.33,0.94,12.0,0.0,6.67,0.47,lying
40.25,0.83,14.5,0.5,4.75,1.3,lying
40.5,0.5,12.75,0.83,2.67,1.7,lying
40.33,0.47,12.0,0.0,2.67,1.25,lying
40.33,0.47,12.5,0.5,1.0,0.0,lying
40.25,0.83,12.0,0.0,2.0,0.0,lying
40.33,0.47,11.67,0.47,2.0,0.0,lying
40.5,0.5,12.0,0.0,1.25,0.43,lying
40.5,0.5,11.0,0.71,2.0,0.82,lying
40.25,0.83,9.25,0.43,7.0,2.83,lying
40.33,0.47,12.0,0.0,7.5,1.5,lying
40.5,0.5,8.5,1.5,8.25,1.3,lying
40.5,0.5,9.67,0.47,7.67,0.47,lying
40.0,1.0,9.5,1.12,6.75,1.64,lying
40.67,0.47,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.0,0.82,12.0,0.0,0.0,0.0,lying
39.67,0.94,12.0,0.0,0.0,0.0,lying
39.33,0.47,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,0.0,0.0,lying
40.0,0.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
39.75,0.43,12.0,0.0,0.0,0.0,lying
39.67,0.94,12.0,0.0,0.0,0.0,lying
40.33,0.47,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.0,0.82,12.33,0.47,0.0,0.0,lying
39.67,0.94,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.33,0.94,12.0,0.0,0.0,0.0,lying
40.25,0.43,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
39.75,0.83,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.67,0.47,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.25,0.83,11.75,0.43,1.0,0.0,lying
40.0,0.82,12.0,0.0,0.0,0.0,lying
40.25,0.83,11.75,0.43,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.5,0.5,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,1.5,0.5,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.67,0.47,12.25,0.43,0.0,0.0,lying
40.0,1.0,12.25,0.43,1.0,0.0,lying
40.0,1.0,12.0,0.0,2.25,0.83,lying
40.0,0.82,12.0,0.0,2.0,0.71,lying
40.33,0.47,12.5,0.5,1.33,0.47,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,2.0,1.0,lying
40.5,0.5,12.0,0.0,4.33,0.47,lying
40.5,0.5,12.0,0.0,4.5,0.5,lying
40.5,0.5,12.0,0.0,4.5,0.5,lying
40.25,0.83,12.0,0.0,3.5,0.5,lying
40.25,0.83,12.75,0.43,2.5,1.5,lying
40.5,0.5,12.0,0.0,3.67,0.47,lying
40.25,0.83,12.0,0.0,3.33,0.47,lying
40.25,0.83,12.5,0.5,1.33,0.47,lying
40.67,0.47,13.25,0.43,1.0,0.0,lying
40.33,0.47,12.33,0.47,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.5,0.5,12.75,0.83,1.0,0.0,lying
40.5,0.5,14.0,0.0,1.5,0.5,lying
40.25,0.83,13.75,0.43,1.33,0.47,lying
40.5,0.5,13.5,0.5,1.33,0.47,lying
40.25,0.83,13.0,0.0,3.67,0.47,lying
40.0,1.0,13.75,0.43,2.0,0.71,lying
40.25,0.83,14.0,0.0,1.33,0.47,lying
40.25,0.83,14.0,0.0,2.0,0.82,lying
40.5,0.5,12.5,0.5,2.67,0.47,lying
40.67,0.47,12.0,0.0,2.0,0.0,lying
40.25,0.83,12.0,0.0,2.0,1.41,lying
40.5,0.5,12.0,0.0,3.0,0.82,lying
40.5,0.5,12.25,0.43,4.0,0.71,lying
40.67,0.47,12.0,0.0,3.0,0.82,lying
40.0,0.82,12.33,0.47,2.0,0.82,lying
40.4,0.8,12.0,0.0,2.33,0.94,lying
40.0,0.82,12.0,0.0,2.25,0.83,lying
40.25,0.83,12.25,0.43,2.5,0.87,lying
40.0,1.0,12.25,0.43,2.33,1.25,lying
40.0,1.0,12.0,0.0,2.75,0.43,lying
40.25,0.83,12.0,0.0,2.25,1.3,lying
40.0,1.0,12.0,0.0,2.0,0.71,lying
40.25,0.83,12.0,0.0,2.5,0.5,lying
40.0,1.0,12.0,0.0,2.5,0.5,lying
40.5,0.5,12.0,0.0,2.25,0.83,lying
40.67,0.47,12.0,0.0,1.67,0.47,lying
40.0,1.0,12.0,0.0,1.67,0.94,lying
40.5,0.5,12.0,0.0,2.0,0.71,lying
40.0,0.0,12.67,0.47,1.5,0.5,lying
40.67,0.47,12.0,0.0,1.5,0.5,lying
40.33,0.94,12.0,0.0,2.0,0.0,lying
40.5,0.5,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.33,0.47,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.75,0.43,lying
40.5,0.5,12.0,0.0,1.33,0.47,lying
40.5,0.5,12.5,0.87,1.5,0.5,lying
40.33,0.94,12.0,0.0,2.0,0.0,lying
40.25,0.83,12.0,0.0,1.33,0.47,lying
40.0,1.0,12.0,0.0,1.25,0.43,lying
40.33,0.47,12.0,0.0,2.0,0.0,lying
40.0,0.82,12.0,0.0,1.5,0.5,lying
39.67,0.94,12.0,0.0,1.33,0.47,lying
40.25,0.83,12.0,0.0,1.33,0.47,lying
40.0,0.82,12.0,0.0,1.6,0.49,lying
40.25,0.43,12.0,0.0,1.5,0.5,lying
40.25,0.43,12.0,0.0,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.25,0.43,lying
40.5,0.5,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.0,0.71,12.0,0.0,2.0,0.71,lying
40.67,0.47,12.0,0.0,2.0,0.82,lying
40.0,0.82,12.0,0.0,1.5,0.5,lying
39.75,0.83,12.0,0.0,2.25,0.83,lying
40.5,0.5,12.0,0.0,2.0,0.82,lying
40.25,0.83,12.0,0.0,2.0,0.82,lying
40.0,1.0,12.0,0.0,2.0,0.71,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,2.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.25,0.43,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.43,12.0,0.0,2.0,0.0,lying
40.33,0.94,12.0,0.0,1.67,0.47,lying
39.67,0.94,12.0,0.0,1.5,0.5,lying
40.25,0.83,12.0,0.0,1.5,0.5,lying
40.67,0.47,12.0,0.0,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.33,0.47,lying
39.75,0.83,12.0,0.0,1.33,0.47,lying
40.0,1.0,12.0,0.0,1.75,0.83,lying
40.0,0.71,12.0,0.0,1.33,0.47,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
40.33,0.94,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
39.33,0.47,12.0,0.0,0.0,0.0,lying
40.25,0.43,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.0,0.0,0.0,0.0,lying
39.75,0.83,12.25,0.43,1.0,0.0,lying
39.5,0.5,12.0,0.0,0.0,0.0,lying
39.75,0.83,13.0,0.0,0.0,0.0,lying
40.0,1.0,12.67,0.47,0.0,0.0,lying
40.0,0.71,12.5,0.5,1.0,0.0,lying
40.0,0.82,12.5,0.87,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.75,0.43,lying
40.0,0.82,12.0,0.0,2.0,0.71,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.82,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.25,0.43,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.67,0.94,1.33,0.47,lying
39.67,0.47,12.25,0.43,1.0,0.0,lying
40.0,1.0,12.5,0.5,1.0,0.0,lying
40.0,1.0,12.67,0.47,0.0,0.0,lying
40.0,1.0,12.33,0.47,1.0,0.0,lying
40.0,1.0,12.25,0.43,0.0,0.0,lying
40.0,0.71,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.67,0.47,0.0,0.0,lying
40.0,1.0,12.5,0.5,0.0,0.0,lying
39.75,0.83,12.5,0.5,0.0,0.0,lying
40.33,0.94,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.33,0.47,lying
40.0,0.82,12.0,0.0,2.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.0,0.82,12.0,0.0,2.0,0.0,lying
39.75,0.83,12.25,0.43,1.0,0.0,lying
40.0,1.0,13.0,0.0,0.0,0.0,lying
39.33,0.47,13.33,0.47,0.0,0.0,lying
39.75,0.83,12.67,0.47,1.0,0.0,lying
40.33,0.94,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
39.67,0.94,12.33,0.47,1.5,0.5,lying
40.33,0.47,12.33,0.47,1.0,0.0,lying
40.0,0.82,12.0,0.0,1.67,0.47,lying
40.0,1.0,12.0,0.0,1.33,0.47,lying
40.25,0.83,12.0,0.0,1.75,0.83,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
39.75,0.83,12.0,0.0,1.75,0.83,lying
40.0,1.0,12.0,0.0,1.33,0.47,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.5,0.5,lying
40.25,0.83,12.0,0.0,2.0,0.71,lying
39.67,0.94,12.67,0.94,1.5,0.5,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.67,0.47,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.5,0.5,lying
39.75,0.83,12.0,0.0,1.67,0.94,lying
40.25,0.83,12.0,0.0,1.33,0.47,lying
39.75,0.83,12.0,0.0,1.25,0.43,lying
40.33,0.94,12.0,0.0,0.0,0.0,lying
39.75,0.83,12.25,0.43,1.33,0.47,lying
40.0,1.0,12.25,0.43,1.0,0.0,lying
40.25,0.83,12.25,0.43,0.0,0.0,lying
40.0,0.82,12.0,0.0,0.0,0.0,lying
40.25,0.83,12.25,0.43,0.0,0.0,lying
39.67,0.94,12.0,0.0,0.0,0.0,lying
40.0,0.71,12.25,0.43,1.5,0.5,lying
39.75,0.83,12.0,0.0,2.33,1.25,lying
40.25,0.83,12.25,0.43,1.25,0.43,lying
40.0,1.0,12.5,0.5,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.5,0.5,lying
40.5,0.5,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.25,0.83,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,0.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.25,0.43,lying
39.75,0.83,12.0,0.0,1.33,0.47,lying
40.33,0.94,12.0,0.0,2.0,0.0,lying
40.67,0.47,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
41.0,0.0,12.0,0.0,1.0,0.0,lying
40.0,0.82,12.0,0.0,1.0,0.0,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.33,0.47,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.82,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.5,0.5,lying
39.75,0.83,12.0,0.0,1.5,0.5,lying
39.92,0.95,12.0,0.0,1.0,0.0,lying
39.92,0.95,12.0,0.0,1.0,0.0,lying
41.0,0.0,12.0,0.0,1.0,0.0,lying
40.33,0.47,12.0,0.0,0.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,1.0,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
39.75,0.83,12.25,0.43,1.0,0.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
40.0,0.71,12.0,0.0,1.0,0.0,lying
39.75,0.43,11.75,0.43,3.5,2.5,lying
40.0,1.0,12.0,0.0,2.33,1.25,lying
40.33,0.94,11.5,1.12,0.0,0.0,lying
40.25,0.83,10.5,1.5,3.5,0.5,lying
40.0,0.82,13.33,0.47,2.5,1.5,lying
40.0,1.0,14.5,0.87,5.0,0.82,lying
40.25,0.83,13.0,0.0,4.0,0.82,lying
40.5,0.5,12.5,0.5,1.0,0.0,lying
40.5,0.5,13.25,0.43,1.0,0.0,lying
40.25,0.83,13.5,0.5,2.0,1.41,lying
40.25,0.83,12.5,0.5,5.75,1.09,lying
40.0,1.0,12.75,0.43,6.5,1.8,lying
40.25,0.83,12.0,0.0,8.75,0.43,lying
40.0,1.0,11.75,0.43,9.5,0.87,lying
39.75,0.83,12.0,0.0,10.0,0.0,lying
39.75,0.83,10.75,0.43,10.5,1.12,lying
40.33,0.47,10.5,0.5,10.67,0.94,lying
40.0,0.82,10.0,1.41,12.75,0.83,lying
40.5,0.5,12.0,0.0,9.25,2.17,lying
40.0,0.82,11.0,0.82,5.25,2.38,lying
40.5,0.5,10.75,1.09,5.25,1.09,lying
39.75,0.83,11.5,0.87,7.67,3.09,lying
39.75,0.83,10.25,1.3,11.75,0.43,lying
40.0,1.0,12.0,0.0,8.25,3.11,lying
40.0,1.0,13.0,0.71,3.0,2.0,lying
39.75,0.83,12.0,0.0,1.0,0.0,lying
39.67,0.94,9.67,0.47,4.0,1.22,lying
39.75,0.43,9.0,0.82,9.0,0.0,lying
39.67,0.47,10.25,0.83,9.33,0.47,lying
39.5,0.5,11.0,0.71,10.0,1.22,lying
39.33,0.47,12.0,0.0,11.5,0.87,lying
39.5,0.5,12.0,0.0,11.25,0.43,lying
39.75,0.43,11.0,1.22,12.0,1.22,lying
39.5,0.5,12.0,0.0,6.5,2.18,lying
39.5,0.5,12.0,0.0,6.0,0.82,lying
39.5,0.5,12.0,0.0,7.0,0.71,lying
39.75,0.83,12.0,0.0,6.67,0.94,lying
39.5,0.5,11.0,1.41,4.33,2.49,lying
40.0,1.0,10.0,0.82,2.0,1.0,lying
40.0,0.71,11.5,0.5,4.33,1.25,lying
39.67,0.47,12.0,0.0,1.0,0.0,lying
39.4,0.49,12.0,0.0,2.6,1.5,lying
39.67,0.47,12.0,0.0,4.0,0.0,lying
39.33,0.47,10.0,1.63,11.0,1.73,lying
39.5,0.5,11.75,0.43,7.25,1.3,lying
39.5,0.5,11.67,0.47,8.0,0.71,lying
39.5,0.5,12.0,0.0,8.33,0.47,lying
39.5,0.5,12.0,0.0,8.25,0.83,lying
39.5,0.5,12.0,0.0,7.33,0.47,lying
39.5,0.5,12.0,0.0,9.25,0.43,lying
39.67,0.47,11.25,1.3,12.33,0.47,lying
39.5,0.5,11.5,0.87,10.0,1.63,lying
39.5,0.5,12.0,0.0,7.67,0.47,lying
39.33,0.47,12.0,0.0,7.75,0.43,lying
39.33,0.47,12.0,0.0,7.0,0.71,lying
39.5,0.5,12.0,0.0,6.25,0.83,lying
39.5,0.5,12.0,0.0,6.0,0.82,lying
39.5,0.5,12.75,0.43,7.0,0.0,lying
39.5,0.5,12.75,0.43,6.0,0.0,lying
39.5,0.5,13.0,0.0,7.0,1.0,lying
40.0,0.0,12.67,0.47,6.0,0.71,lying
39.5,0.5,12.33,0.47,5.33,0.47,lying
39.5,0.5,13.0,1.22,5.75,0.43,lying
39.75,0.83,13.0,0.71,5.75,1.09,lying
40.0,0.82,13.0,0.0,6.33,0.47,lying
39.5,0.5,13.5,0.5,5.75,0.83,lying
39.5,0.5,13.0,0.0,7.5,0.5,lying
39.5,0.5,13.0,0.71,7.25,1.09,lying
39.5,0.5,12.0,0.0,7.5,0.5,lying
39.33,0.47,12.0,0.0,5.33,0.47,lying
39.5,0.5,12.0,0.0,3.5,0.5,lying
39.67,0.94,12.0,0.0,4.5,0.5,lying
39.33,0.47,12.0,0.0,7.25,0.83,lying
39.75,0.43,12.0,0.0,6.33,0.47,lying
39.5,0.5,12.0,0.0,6.75,0.83,lying
39.75,0.83,12.0,0.0,6.67,0.47,lying
39.5,0.5,12.0,0.0,6.33,0.47,lying
39.67,0.47,12.0,0.0,8.0,0.82,lying
39.5,0.5,12.0,0.0,6.0,1.58,lying
39.5,0.5,12.25,0.43,2.33,0.47,lying
39.5,0.5,12.33,0.47,4.0,0.0,lying
39.5,0.5,12.0,0.0,3.5,1.12,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.5,0.5,12.0,0.0,2.67,1.7,lying
39.5,0.5,12.0,0.0,3.5,0.5,lying
39.5,0.5,9.75,0.83,2.0,0.82,lying
39.75,0.83,10.25,0.43,3.75,1.92,lying
39.5,0.5,11.33,0.47,7.67,1.89,lying
39.5,0.5,12.0,0.0,9.25,0.43,lying
39.75,0.43,11.0,0.71,8.75,0.83,lying
40.0,0.71,10.33,0.47,9.0,0.0,lying
39.33,0.47,10.5,0.5,9.25,0.43,lying
40.0,0.82,11.0,0.0,9.0,0.82,lying
39.5,0.5,11.33,0.47,9.5,0.5,lying
39.33,0.47,11.0,0.0,9.0,0.0,lying
39.67,0.47,11.25,0.43,9.5,0.5,lying
39.75,0.83,11.75,0.43,9.33,0.47,lying
39.75,0.83,12.0,0.0,9.5,0.5,lying
39.5,0.5,12.0,0.0,9.33,0.47,lying
39.75,0.83,12.0,0.0,9.0,0.82,lying
39.5,0.5,12.0,0.0,9.0,0.82,lying
40.0,0.71,12.0,0.0,9.75,0.83,lying
39.75,0.43,12.0,0.0,9.5,0.5,lying
39.67,0.47,12.0,0.0,9.33,0.94,lying
39.75,0.43,12.0,0.0,9.0,0.0,lying
39.67,0.47,12.0,0.0,9.0,0.0,lying
39.5,0.5,12.5,0.87,9.0,0.71,lying
39.75,0.83,13.0,1.22,5.0,2.35,lying
39.75,0.83,12.0,0.71,1.0,0.0,lying
39.67,0.47,11.33,0.47,1.0,0.0,lying
39.5,0.5,11.0,0.0,2.0,0.82,lying
39.5,0.5,11.75,0.43,2.0,1.0,lying
39.67,0.47,12.0,0.0,2.0,0.82,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.5,0.5,12.0,0.0,0.0,0.0,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.67,0.47,12.5,0.5,0.0,0.0,lying
39.5,0.5,12.0,0.0,1.5,0.5,lying
39.5,0.5,12.0,0.0,2.25,0.83,lying
39.5,0.5,12.0,0.0,1.5,0.5,lying
39.33,0.47,13.0,1.41,1.0,0.0,lying
39.75,0.43,12.0,0.0,1.0,0.0,lying
39.5,0.5,12.0,0.0,0.0,0.0,lying
39.5,0.5,12.33,0.47,1.5,0.5,lying
39.33,0.47,12.0,0.0,2.0,0.0,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.5,0.5,12.0,0.0,1.5,0.5,lying
39.5,0.5,12.0,0.0,1.0,0.0,lying
39.67,0.47,12.0,0.0,0.0,0.0,lying
39.5,0.5,12.25,0.43,1.0,0.0,lying
39.33,0.47,12.0,0.0,0.0,0.0,lying
39.5,0.5,12.0,0.0,2.0,0.82,lying
39.75,0.43,12.25,0.43,2.67,0.47,lying
39.5,0.5,12.25,0.43,1.67,0.94,lying
39.5,0.5,12.67,0.47,2.0,0.0,lying
39.5,0.5,13.0,0.0,4.0,0.0,lying
39.5,0.5,12.0,0.0,6.67,2.05,lying
39.5,0.5,14.5,0.87,8.5,1.12,lying
39.67,0.47,12.25,0.43,9.0,2.0,lying
39.5,0.5,13.0,0.71,6.0,0.0,lying
39.5,0.5,13.0,1.22,7.75,2.28,lying
39.0,0.0,11.33,0.47,10.0,0.71,lying
39.5,0.5,10.25,0.43,11.0,1.22,lying
39.5,0.5,9.0,0.0,11.75,0.43,lying
39.5,0.5,9.5,0.5,9.75,0.43,lying
39.5,0.5,11.25,0.83,9.5,0.5,lying
39.5,0.5,11.25,0.43,7.25,1.79,lying
39.5,0.5,10.33,0.94,3.33,0.47,lying
39.5,0.5,9.0,0.0,6.5,0.5,lying
39.5,0.5,10.25,0.83,7.0,0.71,lying
39.5,0.5,10.25,0.43,8.25,0.83,lying
39.5,0.5,9.33,0.47,8.5,0.5,lying
39.5,0.5,9.25,0.43,7.5,0.5,lying
39.5,0.5,9.5,0.87,7.25,1.09,lying
39.67,0.47,11.5,0.5,5.0,0.0,lying
39.5,0.5,10.75,0.83,4.25,1.48,lying
39.33,0.47,10.67,0.47,4.5,0.87,lying
39.5,0.5,12.0,0.0,4.75,2.05,lying
39.5,0.5,11.75,0.43,8.75,0.83,lying
39.5,0.5,10.67,0.47,10.0,0.71,lying
39.75,0.83,9.33,0.47,10.25,0.43,lying
39.5,0.5,11.75,0.43,9.75,0.83,lying
39.67,0.47,11.75,0.43,11.0,0.82,lying
39.67,0.47,12.0,0.0,11.0,0.0,lying
