"account_id";"district_id";"frequency";"date"
3914;33;"POPLATEK MESICNE";950905
3807;53;"POPLATEK MESICNE";950905
3925;1;"POPLATEK MESICNE";950905
219;28;"POPLATEK MESICNE";950906
3552;62;"POPLATEK MESICNE";950906
7957;51;"POPLATEK MESICNE";950907
1149;18;"POPLATEK MESICNE";950907
1423;76;"POPLATEK MESICNE";950908
2853;54;"POPLATEK MESICNE";950908
803;19;"POPLATEK MESICNE";950909
2456;65;"POPLATEK MESICNE";950909
619;1;"POPLATEK TYDNE";950909
301;60;"POPLATEK MESICNE";950910
372;55;"POPLATEK MESICNE";950910
3492;33;"POPLATEK MESICNE";950910
6463;16;"POPLATEK MESICNE";950911
3628;70;"POPLATEK MESICNE";950912
2358;7;"POPLATEK MESICNE";950913
1613;1;"POPLATEK MESICNE";950913
2866;43;"POPLATEK MESICNE";950913
3010;46;"POPLATEK MESICNE";950913
3368;24;"POPLATEK MESICNE";950914
5125;1;"POPLATEK MESICNE";950914
994;72;"POPLATEK MESICNE";950915
1674;1;"POPLATEK MESICNE";950915
3234;1;"POPLATEK MESICNE";950916
1452;45;"POPLATEK MESICNE";950916
9377;1;"POPLATEK MESICNE";950917
3758;38;"POPLATEK MESICNE";950919
138;22;"POPLATEK MESICNE";950919
1376;64;"POPLATEK MESICNE";950920
3770;23;"POPLATEK MESICNE";950920
11271;5;"POPLATEK MESICNE";950920
2353;51;"POPLATEK MESICNE";950921
1335;54;"POPLATEK MESICNE";950921
2119;74;"POPLATEK MESICNE";950921
8;57;"POPLATEK MESICNE";950921
1704;70;"POPLATEK MESICNE";950922
1660;1;"POPLATEK MESICNE";950922
5429;71;"POPLATEK MESICNE";950922
3440;22;"POPLATEK MESICNE";950922
2148;1;"POPLATEK MESICNE";950922
676;39;"POPLATEK MESICNE";950922
2731;1;"POPLATEK MESICNE";950926
80;43;"POPLATEK MESICNE";950927
3417;48;"POPLATEK MESICNE";950928
169;4;"POPLATEK MESICNE";950928
4047;45;"POPLATEK TYDNE";950929
7487;4;"POPLATEK MESICNE";951001
992;22;"POPLATEK MESICNE";951001
331;65;"POPLATEK MESICNE";951002
2835;73;"POPLATEK MESICNE";951003
3677;1;"POPLATEK MESICNE";951004
2565;74;"POPLATEK MESICNE";951004
4190;62;"POPLATEK MESICNE";951004
3317;4;"POPLATEK MESICNE";951004
1690;16;"POPLATEK MESICNE";951007
1448;1;"POPLATEK MESICNE";951007
521;9;"POPLATEK MESICNE";951008
3132;56;"POPLATEK MESICNE";951008
3944;22;"POPLATEK MESICNE";951008
1427;17;"POPLATEK MESICNE";951008
1742;68;"POPLATEK MESICNE";951008
6400;31;"POPLATEK PO OBRATU";951009
3486;64;"POPLATEK MESICNE";951009
4473;45;"POPLATEK MESICNE";951009
2965;6;"POPLATEK MESICNE";951010
2301;22;"POPLATEK MESICNE";951010
2674;50;"POPLATEK MESICNE";951010
11;76;"POPLATEK MESICNE";951010
8533;47;"POPLATEK MESICNE";951010
1089;74;"POPLATEK MESICNE";951010
5063;43;"POPLATEK MESICNE";951011
1257;66;"POPLATEK MESICNE";951011
990;17;"POPLATEK MESICNE";951011
1581;39;"POPLATEK MESICNE";951012
2424;1;"POPLATEK MESICNE";951013
917;56;"POPLATEK MESICNE";951013
2255;52;"POPLATEK MESICNE";951014
11362;67;"POPLATEK MESICNE";951014
1796;18;"POPLATEK MESICNE";951014
2834;70;"POPLATEK MESICNE";951014
8114;59;"POPLATEK MESICNE";951014
260;24;"POPLATEK MESICNE";951014
1749;64;"POPLATEK MESICNE";951014
4650;4;"POPLATEK MESICNE";951015
336;62;"POPLATEK MESICNE";951016
308;61;"POPLATEK MESICNE";951016
319;47;"POPLATEK TYDNE";951017
762;76;"POPLATEK MESICNE";951018
1142;74;"POPLATEK MESICNE";951019
3200;17;"POPLATEK PO OBRATU";951020
3646;63;"POPLATEK TYDNE";951020
1206;70;"POPLATEK MESICNE";951021
501;13;"POPLATEK MESICNE";951021
2235;45;"POPLATEK MESICNE";951022
2487;42;"POPLATEK MESICNE";951022
10762;1;"POPLATEK MESICNE";951023
3131;21;"POPLATEK MESICNE";951023
10520;55;"POPLATEK PO OBRATU";951024
2515;64;"POPLATEK MESICNE";951024
2727;1;"POPLATEK MESICNE";951025
1756;38;"POPLATEK MESICNE";951026
2500;61;"POPLATEK MESICNE";951026
1426;40;"POPLATEK MESICNE";951027
602;43;"POPLATEK MESICNE";951027
3637;53;"POPLATEK MESICNE";951028
2481;1;"POPLATEK MESICNE";951028
3080;57;"POPLATEK MESICNE";951029
2621;55;"POPLATEK MESICNE";951029
1238;1;"POPLATEK MESICNE";951029
10710;19;"POPLATEK MESICNE";951030
2871;52;"POPLATEK MESICNE";951030
1403;17;"POPLATEK MESICNE";951102
1629;10;"POPLATEK MESICNE";951102
9353;59;"POPLATEK MESICNE";951103
820;74;"POPLATEK MESICNE";951104
3384;14;"POPLATEK MESICNE";951105
257;11;"POPLATEK MESICNE";951105
479;1;"POPLATEK MESICNE";951105
3764;69;"POPLATEK MESICNE";951105
155;58;"POPLATEK MESICNE";951107
3945;50;"POPLATEK MESICNE";951107
2157;77;"POPLATEK MESICNE";951108
2051;64;"POPLATEK TYDNE";951108
3061;76;"POPLATEK MESICNE";951108
3111;60;"POPLATEK MESICNE";951108
1691;48;"POPLATEK MESICNE";951108
1044;14;"POPLATEK MESICNE";951109
1945;56;"POPLATEK MESICNE";951109
9790;52;"POPLATEK MESICNE";951109
9928;60;"POPLATEK MESICNE";951109
2580;60;"POPLATEK MESICNE";951109
1599;57;"POPLATEK MESICNE";951110
11079;16;"POPLATEK MESICNE";951110
968;74;"POPLATEK MESICNE";951111
810;46;"POPLATEK MESICNE";951111
1760;53;"POPLATEK MESICNE";951111
2550;67;"POPLATEK MESICNE";951111
3572;65;"POPLATEK MESICNE";951112
1030;57;"POPLATEK MESICNE";951112
487;40;"POPLATEK MESICNE";951114
3767;1;"POPLATEK MESICNE";951115
348;25;"POPLATEK MESICNE";951115
1867;52;"POPLATEK MESICNE";951115
2516;6;"POPLATEK MESICNE";951116
3303;1;"POPLATEK MESICNE";951117
933;21;"POPLATEK MESICNE";951118
3229;64;"POPLATEK MESICNE";951118
1700;64;"POPLATEK MESICNE";951118
2836;42;"POPLATEK MESICNE";951118
338;49;"POPLATEK MESICNE";951118
3148;33;"POPLATEK MESICNE";951119
1357;56;"POPLATEK MESICNE";951120
3772;7;"POPLATEK MESICNE";951120
486;33;"POPLATEK MESICNE";951121
1395;1;"POPLATEK MESICNE";951121
1341;36;"POPLATEK MESICNE";951121
9017;70;"POPLATEK MESICNE";951122
10411;39;"POPLATEK PO OBRATU";951123
2783;43;"POPLATEK MESICNE";951123
2015;68;"POPLATEK MESICNE";951125
2341;33;"POPLATEK MESICNE";951125
565;39;"POPLATEK MESICNE";951125
337;17;"POPLATEK MESICNE";951125
3780;44;"POPLATEK MESICNE";951125
557;1;"POPLATEK MESICNE";951126
3490;48;"POPLATEK MESICNE";951126
3973;20;"POPLATEK MESICNE";951127
2043;46;"POPLATEK MESICNE";951127
2003;32;"POPLATEK MESICNE";951127
728;60;"POPLATEK MESICNE";951128
3970;24;"POPLATEK MESICNE";951128
8169;29;"POPLATEK MESICNE";951128
452;63;"POPLATEK MESICNE";951129
3783;40;"POPLATEK MESICNE";951129
3189;29;"POPLATEK MESICNE";951129
3689;8;"POPLATEK MESICNE";951129
2803;58;"POPLATEK MESICNE";951201
1901;15;"POPLATEK MESICNE";951201
3525;70;"POPLATEK MESICNE";951201
3320;1;"POPLATEK MESICNE";951201
2851;17;"POPLATEK MESICNE";951202
2309;18;"POPLATEK MESICNE";951203
2437;1;"POPLATEK MESICNE";951204
1825;3;"POPLATEK MESICNE";951205
253;46;"POPLATEK MESICNE";951205
474;61;"POPLATEK MESICNE";951206
633;57;"POPLATEK MESICNE";951206
2374;1;"POPLATEK MESICNE";951207
1104;39;"POPLATEK MESICNE";951207
2692;28;"POPLATEK MESICNE";951208
6927;74;"POPLATEK TYDNE";951208
924;11;"POPLATEK MESICNE";951209
3305;13;"POPLATEK MESICNE";951209
2237;26;"POPLATEK MESICNE";951213
1917;73;"POPLATEK MESICNE";951213
1685;28;"POPLATEK MESICNE";951213
791;49;"POPLATEK MESICNE";951214
3858;2;"POPLATEK MESICNE";951214
5001;53;"POPLATEK MESICNE";951215
1469;67;"POPLATEK MESICNE";951215
3476;3;"POPLATEK MESICNE";951216
8039;9;"POPLATEK MESICNE";951217
3205;1;"POPLATEK MESICNE";951217
5477;57;"POPLATEK MESICNE";951217
1212;70;"POPLATEK MESICNE";951218
2095;56;"POPLATEK MESICNE";951219
1137;60;"POPLATEK MESICNE";951219
2570;1;"POPLATEK MESICNE";951219
3092;46;"POPLATEK MESICNE";951220
5661;53;"POPLATEK MESICNE";951220
809;36;"POPLATEK MESICNE";951220
522;17;"POPLATEK MESICNE";951220
2630;64;"POPLATEK MESICNE";951221
957;70;"POPLATEK MESICNE";951222
1682;49;"POPLATEK MESICNE";951222
3587;64;"POPLATEK MESICNE";951224
4269;26;"POPLATEK MESICNE";951224
3338;25;"POPLATEK MESICNE";951224
3655;1;"POPLATEK MESICNE";951224
84;44;"POPLATEK PO OBRATU";951225
4439;30;"POPLATEK MESICNE";951225
4462;73;"POPLATEK TYDNE";951227
3814;74;"POPLATEK MESICNE";951227
2780;63;"POPLATEK MESICNE";951229
3273;74;"POPLATEK MESICNE";951229
3559;18;"POPLATEK MESICNE";951230
3968;36;"POPLATEK MESICNE";960101
2159;1;"POPLATEK MESICNE";960101
849;1;"POPLATEK MESICNE";960101
2288;69;"POPLATEK MESICNE";960101
3051;9;"POPLATEK MESICNE";960101
946;21;"POPLATEK MESICNE";960101
2075;33;"POPLATEK MESICNE";960101
8931;63;"POPLATEK TYDNE";960101
9225;11;"POPLATEK MESICNE";960101
3278;4;"POPLATEK MESICNE";960102
2811;4;"POPLATEK MESICNE";960102
1670;12;"POPLATEK MESICNE";960102
275;29;"POPLATEK MESICNE";960102
1455;66;"POPLATEK MESICNE";960103
1311;60;"POPLATEK MESICNE";960103
6678;54;"POPLATEK MESICNE";960103
145;31;"POPLATEK MESICNE";960103
312;41;"POPLATEK MESICNE";960103
2233;43;"POPLATEK MESICNE";960103
3530;34;"POPLATEK MESICNE";960103
7828;36;"POPLATEK MESICNE";960105
9024;1;"POPLATEK MESICNE";960105
1711;63;"POPLATEK MESICNE";960105
2223;44;"POPLATEK MESICNE";960105
646;51;"POPLATEK MESICNE";960106
2548;57;"POPLATEK MESICNE";960106
2567;17;"POPLATEK MESICNE";960107
2153;31;"POPLATEK TYDNE";960107
1243;1;"POPLATEK MESICNE";960107
3238;47;"POPLATEK MESICNE";960107
954;74;"POPLATEK MESICNE";960108
9633;70;"POPLATEK MESICNE";960108
2716;66;"POPLATEK MESICNE";960108
1580;69;"POPLATEK MESICNE";960108
1483;10;"POPLATEK MESICNE";960109
1263;30;"POPLATEK TYDNE";960109
3966;42;"POPLATEK MESICNE";960109
3937;76;"POPLATEK MESICNE";960110
1591;65;"POPLATEK MESICNE";960110
658;4;"POPLATEK MESICNE";960110
3638;52;"POPLATEK PO OBRATU";960110
2605;21;"POPLATEK MESICNE";960110
3661;50;"POPLATEK MESICNE";960111
2686;26;"POPLATEK MESICNE";960111
2944;22;"POPLATEK MESICNE";960111
4994;1;"POPLATEK TYDNE";960111
3949;54;"POPLATEK MESICNE";960111
332;36;"POPLATEK MESICNE";960112
69;64;"POPLATEK MESICNE";960112
3673;30;"POPLATEK MESICNE";960112
5267;4;"POPLATEK MESICNE";960112
3170;1;"POPLATEK MESICNE";960112
1632;18;"POPLATEK TYDNE";960113
2143;1;"POPLATEK MESICNE";960113
1227;69;"POPLATEK MESICNE";960113
204;67;"POPLATEK MESICNE";960113
1093;54;"POPLATEK MESICNE";960114
1486;63;"POPLATEK MESICNE";960115
4253;43;"POPLATEK MESICNE";960116
1196;29;"POPLATEK MESICNE";960116
3442;4;"POPLATEK MESICNE";960116
9051;5;"POPLATEK TYDNE";960117
3373;27;"POPLATEK MESICNE";960118
1036;11;"POPLATEK MESICNE";960118
3727;66;"POPLATEK MESICNE";960119
2844;43;"POPLATEK MESICNE";960119
10297;14;"POPLATEK MESICNE";960119
3755;64;"POPLATEK MESICNE";960120
1298;7;"POPLATEK MESICNE";960120
1139;34;"POPLATEK PO OBRATU";960120
660;68;"POPLATEK MESICNE";960120
335;74;"POPLATEK MESICNE";960120
412;74;"POPLATEK MESICNE";960121
2863;14;"POPLATEK MESICNE";960121
2274;66;"POPLATEK MESICNE";960121
2522;36;"POPLATEK MESICNE";960121
4981;54;"POPLATEK MESICNE";960122
771;22;"POPLATEK MESICNE";960122
3832;45;"POPLATEK MESICNE";960122
1508;69;"POPLATEK MESICNE";960122
3784;25;"POPLATEK MESICNE";960122
9645;38;"POPLATEK MESICNE";960123
3947;76;"POPLATEK MESICNE";960123
2416;5;"POPLATEK MESICNE";960123
2243;25;"POPLATEK MESICNE";960124
3993;54;"POPLATEK MESICNE";960124
2225;15;"POPLATEK MESICNE";960124
1759;39;"POPLATEK MESICNE";960125
2207;35;"POPLATEK MESICNE";960125
3803;61;"POPLATEK MESICNE";960126
2754;57;"POPLATEK TYDNE";960126
3009;1;"POPLATEK MESICNE";960126
314;15;"POPLATEK PO OBRATU";960126
554;26;"POPLATEK MESICNE";960126
2217;73;"POPLATEK MESICNE";960127
262;75;"POPLATEK MESICNE";960127
2214;45;"POPLATEK MESICNE";960127
976;77;"POPLATEK MESICNE";960127
1439;11;"POPLATEK MESICNE";960127
417;73;"POPLATEK MESICNE";960127
3084;59;"POPLATEK TYDNE";960128
4204;21;"POPLATEK MESICNE";960129
9504;9;"POPLATEK MESICNE";960129
414;1;"POPLATEK MESICNE";960129
4424;48;"POPLATEK MESICNE";960129
3389;13;"POPLATEK MESICNE";960130
2106;1;"POPLATEK MESICNE";960201
355;62;"POPLATEK TYDNE";960201
2702;74;"POPLATEK MESICNE";960201
11054;59;"POPLATEK TYDNE";960201
10558;40;"POPLATEK MESICNE";960201
1859;50;"POPLATEK MESICNE";960202
2109;34;"POPLATEK MESICNE";960202
6512;34;"POPLATEK TYDNE";960203
1963;42;"POPLATEK MESICNE";960203
1977;41;"POPLATEK MESICNE";960203
5181;75;"POPLATEK MESICNE";960203
1791;1;"POPLATEK MESICNE";960203
2635;27;"POPLATEK MESICNE";960204
1623;1;"POPLATEK MESICNE";960204
4293;64;"POPLATEK PO OBRATU";960204
4851;52;"POPLATEK MESICNE";960204
2774;42;"POPLATEK MESICNE";960205
2469;11;"POPLATEK MESICNE";960205
3931;28;"POPLATEK MESICNE";960205
2348;65;"POPLATEK MESICNE";960205
218;68;"POPLATEK MESICNE";960206
804;64;"POPLATEK MESICNE";960206
923;13;"POPLATEK MESICNE";960207
1744;76;"POPLATEK MESICNE";960207
2890;69;"POPLATEK MESICNE";960207
1233;31;"POPLATEK MESICNE";960208
2719;10;"POPLATEK MESICNE";960208
516;6;"POPLATEK MESICNE";960208
2551;5;"POPLATEK MESICNE";960208
2499;2;"POPLATEK MESICNE";960208
2893;39;"POPLATEK MESICNE";960208
1922;60;"POPLATEK MESICNE";960209
264;15;"POPLATEK MESICNE";960209
3890;50;"POPLATEK MESICNE";960210
6686;61;"POPLATEK MESICNE";960210
3519;52;"POPLATEK MESICNE";960210
3597;1;"POPLATEK PO OBRATU";960211
1611;69;"POPLATEK MESICNE";960211
2230;7;"POPLATEK MESICNE";960211
3933;61;"POPLATEK MESICNE";960211
2212;33;"POPLATEK MESICNE";960212
1964;25;"POPLATEK MESICNE";960212
4999;1;"POPLATEK MESICNE";960212
8680;17;"POPLATEK MESICNE";960212
1612;66;"POPLATEK MESICNE";960212
2390;1;"POPLATEK MESICNE";960212
2600;1;"POPLATEK MESICNE";960213
1737;77;"POPLATEK MESICNE";960213
2993;1;"POPLATEK TYDNE";960213
2753;26;"POPLATEK MESICNE";960213
2409;76;"POPLATEK MESICNE";960213
949;58;"POPLATEK MESICNE";960213
3468;32;"POPLATEK MESICNE";960214
3979;37;"POPLATEK MESICNE";960214
296;49;"POPLATEK MESICNE";960214
1836;42;"POPLATEK MESICNE";960215
1111;5;"POPLATEK MESICNE";960216
3680;27;"POPLATEK MESICNE";960216
1916;72;"POPLATEK MESICNE";960216
2473;14;"POPLATEK MESICNE";960216
390;44;"POPLATEK MESICNE";960216
3439;16;"POPLATEK MESICNE";960216
7594;16;"POPLATEK MESICNE";960216
3578;1;"POPLATEK MESICNE";960217
2226;2;"POPLATEK MESICNE";960217
466;71;"POPLATEK MESICNE";960218
3335;35;"POPLATEK MESICNE";960218
620;26;"POPLATEK MESICNE";960218
2074;12;"POPLATEK MESICNE";960218
1380;53;"POPLATEK MESICNE";960219
2304;49;"POPLATEK MESICNE";960219
3754;37;"POPLATEK TYDNE";960219
1102;70;"POPLATEK MESICNE";960219
55;20;"POPLATEK MESICNE";960219
2403;25;"POPLATEK MESICNE";960220
1732;51;"POPLATEK MESICNE";960220
3721;22;"POPLATEK MESICNE";960221
184;77;"POPLATEK MESICNE";960221
691;24;"POPLATEK MESICNE";960221
10233;27;"POPLATEK MESICNE";960221
3358;44;"POPLATEK MESICNE";960221
4;12;"POPLATEK MESICNE";960221
3151;6;"POPLATEK MESICNE";960221
2017;54;"POPLATEK MESICNE";960221
2804;53;"POPLATEK MESICNE";960222
1310;1;"POPLATEK MESICNE";960222
3016;26;"POPLATEK MESICNE";960223
827;36;"POPLATEK MESICNE";960223
959;1;"POPLATEK MESICNE";960223
1585;42;"POPLATEK MESICNE";960223
590;50;"POPLATEK MESICNE";960224
3924;70;"POPLATEK MESICNE";960224
2772;11;"POPLATEK MESICNE";960224
1962;77;"POPLATEK MESICNE";960224
10478;70;"POPLATEK TYDNE";960224
5692;66;"POPLATEK MESICNE";960225
1265;49;"POPLATEK MESICNE";960225
167;29;"POPLATEK TYDNE";960226
2187;9;"POPLATEK TYDNE";960226
3079;18;"POPLATEK MESICNE";960226
3286;8;"POPLATEK MESICNE";960226
230;1;"POPLATEK MESICNE";960226
3193;74;"POPLATEK MESICNE";960227
5593;15;"POPLATEK MESICNE";960227
4088;45;"POPLATEK MESICNE";960301
3409;23;"POPLATEK MESICNE";960301
1216;77;"POPLATEK MESICNE";960301
2491;76;"POPLATEK MESICNE";960301
2498;40;"POPLATEK MESICNE";960301
3366;68;"POPLATEK MESICNE";960302
936;7;"POPLATEK MESICNE";960302
856;2;"POPLATEK MESICNE";960303
718;1;"POPLATEK MESICNE";960303
3698;1;"POPLATEK MESICNE";960303
3462;51;"POPLATEK MESICNE";960304
3881;21;"POPLATEK MESICNE";960304
3709;74;"POPLATEK MESICNE";960305
1349;75;"POPLATEK MESICNE";960305
1886;32;"POPLATEK MESICNE";960305
1897;61;"POPLATEK PO OBRATU";960305
1564;48;"POPLATEK MESICNE";960305
2062;70;"POPLATEK MESICNE";960306
141;38;"POPLATEK MESICNE";960306
1763;73;"POPLATEK MESICNE";960306
2611;1;"POPLATEK MESICNE";960306
825;19;"POPLATEK MESICNE";960306
3943;71;"POPLATEK MESICNE";960306
9422;70;"POPLATEK MESICNE";960306
1606;23;"POPLATEK MESICNE";960307
3263;44;"POPLATEK MESICNE";960307
2289;1;"POPLATEK MESICNE";960307
3121;46;"POPLATEK MESICNE";960308
3088;18;"POPLATEK MESICNE";960308
3952;26;"POPLATEK MESICNE";960308
3974;55;"POPLATEK MESICNE";960308
3502;74;"POPLATEK MESICNE";960308
3351;70;"POPLATEK MESICNE";960308
2105;70;"POPLATEK MESICNE";960309
3144;67;"POPLATEK MESICNE";960309
846;72;"POPLATEK MESICNE";960309
357;20;"POPLATEK MESICNE";960310
103;44;"POPLATEK MESICNE";960310
3118;48;"POPLATEK MESICNE";960310
4361;69;"POPLATEK MESICNE";960311
1722;32;"POPLATEK MESICNE";960311
4273;15;"POPLATEK MESICNE";960311
1510;33;"POPLATEK MESICNE";960311
895;24;"POPLATEK MESICNE";960312
840;70;"POPLATEK MESICNE";960312
2263;36;"POPLATEK MESICNE";960312
356;70;"POPLATEK MESICNE";960312
4863;5;"POPLATEK MESICNE";960312
3455;34;"POPLATEK MESICNE";960313
4092;74;"POPLATEK MESICNE";960313
10807;34;"POPLATEK MESICNE";960313
2598;1;"POPLATEK MESICNE";960314
2633;25;"POPLATEK MESICNE";960314
1800;51;"POPLATEK MESICNE";960314
1698;68;"POPLATEK MESICNE";960314
3994;15;"POPLATEK MESICNE";960314
1365;42;"POPLATEK MESICNE";960315
666;27;"POPLATEK MESICNE";960315
9242;57;"POPLATEK MESICNE";960315
4346;25;"POPLATEK MESICNE";960315
3296;67;"POPLATEK MESICNE";960315
2864;54;"POPLATEK MESICNE";960316
1980;49;"POPLATEK MESICNE";960316
1445;60;"POPLATEK MESICNE";960316
821;60;"POPLATEK MESICNE";960316
5591;9;"POPLATEK MESICNE";960316
236;72;"POPLATEK MESICNE";960316
210;48;"POPLATEK MESICNE";960317
3795;36;"POPLATEK MESICNE";960318
865;17;"POPLATEK MESICNE";960318
739;66;"POPLATEK MESICNE";960318
3672;26;"POPLATEK MESICNE";960319
2334;50;"POPLATEK MESICNE";960319
1028;23;"POPLATEK MESICNE";960319
468;49;"POPLATEK MESICNE";960319
853;1;"POPLATEK MESICNE";960320
525;70;"POPLATEK MESICNE";960320
3322;65;"POPLATEK TYDNE";960320
2033;71;"POPLATEK MESICNE";960320
3130;13;"POPLATEK MESICNE";960320
2904;13;"POPLATEK MESICNE";960320
1014;74;"POPLATEK MESICNE";960320
116;8;"POPLATEK MESICNE";960321
10436;60;"POPLATEK MESICNE";960321
4214;1;"POPLATEK MESICNE";960321
824;32;"POPLATEK MESICNE";960321
3743;1;"POPLATEK MESICNE";960322
2192;59;"POPLATEK MESICNE";960322
2406;5;"POPLATEK MESICNE";960322
2889;8;"POPLATEK MESICNE";960323
1369;32;"POPLATEK MESICNE";960323
2767;54;"POPLATEK MESICNE";960323
4008;27;"POPLATEK MESICNE";960323
874;56;"POPLATEK TYDNE";960323
3815;1;"POPLATEK MESICNE";960324
3605;3;"POPLATEK MESICNE";960324
3138;37;"POPLATEK MESICNE";960324
2578;54;"POPLATEK MESICNE";960325
2708;1;"POPLATEK MESICNE";960325
631;68;"POPLATEK MESICNE";960325
1170;25;"POPLATEK MESICNE";960326
2650;72;"POPLATEK MESICNE";960326
7890;23;"POPLATEK MESICNE";960326
3219;1;"POPLATEK MESICNE";960326
3115;14;"POPLATEK MESICNE";960327
208;54;"POPLATEK MESICNE";960327
286;71;"POPLATEK MESICNE";960327
898;71;"POPLATEK MESICNE";960327
2936;3;"POPLATEK MESICNE";960327
3422;21;"POPLATEK MESICNE";960328
10049;17;"POPLATEK MESICNE";960328
1250;62;"POPLATEK MESICNE";960328
1384;74;"POPLATEK TYDNE";960328
2624;31;"POPLATEK MESICNE";960328
3349;47;"POPLATEK MESICNE";960328
1351;40;"POPLATEK MESICNE";960329
2631;1;"POPLATEK MESICNE";960329
7520;9;"POPLATEK MESICNE";960329
10065;76;"POPLATEK MESICNE";960330
708;26;"POPLATEK MESICNE";960330
3917;1;"POPLATEK MESICNE";960330
514;70;"POPLATEK MESICNE";960330
2659;14;"POPLATEK MESICNE";960330
3265;52;"POPLATEK PO OBRATU";960330
1832;70;"POPLATEK MESICNE";960401
7565;59;"POPLATEK MESICNE";960402
3308;40;"POPLATEK MESICNE";960402
1932;35;"POPLATEK MESICNE";960403
1521;74;"POPLATEK MESICNE";960404
2909;58;"POPLATEK MESICNE";960404
3706;8;"POPLATEK MESICNE";960404
1847;47;"POPLATEK MESICNE";960404
2335;70;"POPLATEK MESICNE";960404
3041;70;"POPLATEK MESICNE";960404
3116;54;"POPLATEK MESICNE";960405
251;74;"POPLATEK MESICNE";960406
3632;56;"POPLATEK TYDNE";960406
2929;51;"POPLATEK MESICNE";960406
10345;36;"POPLATEK MESICNE";960407
1450;63;"POPLATEK MESICNE";960407
1461;73;"POPLATEK MESICNE";960407
1920;40;"POPLATEK MESICNE";960408
734;5;"POPLATEK MESICNE";960408
8085;73;"POPLATEK MESICNE";960408
1948;64;"POPLATEK MESICNE";960408
3534;59;"POPLATEK MESICNE";960408
278;73;"POPLATEK MESICNE";960408
2012;4;"POPLATEK MESICNE";960408
1020;56;"POPLATEK MESICNE";960409
2986;63;"POPLATEK MESICNE";960409
615;72;"POPLATEK MESICNE";960409
7894;27;"POPLATEK MESICNE";960409
3294;75;"POPLATEK MESICNE";960409
2450;48;"POPLATEK MESICNE";960410
1503;71;"POPLATEK MESICNE";960410
3247;61;"POPLATEK MESICNE";960411
3568;40;"POPLATEK MESICNE";960411
152;1;"POPLATEK MESICNE";960412
5072;6;"POPLATEK MESICNE";960412
1456;9;"POPLATEK MESICNE";960412
1622;19;"POPLATEK MESICNE";960412
10215;38;"POPLATEK MESICNE";960412
2247;24;"POPLATEK MESICNE";960413
2205;51;"POPLATEK MESICNE";960413
1543;1;"POPLATEK MESICNE";960414
1655;41;"POPLATEK MESICNE";960415
3976;74;"POPLATEK MESICNE";960415
1383;11;"POPLATEK MESICNE";960415
439;69;"POPLATEK MESICNE";960415
1550;1;"POPLATEK MESICNE";960415
101;35;"POPLATEK MESICNE";960416
1473;39;"POPLATEK MESICNE";960416
1121;32;"POPLATEK MESICNE";960417
2254;1;"POPLATEK MESICNE";960417
3806;36;"POPLATEK MESICNE";960418
283;44;"POPLATEK MESICNE";960418
2432;8;"POPLATEK MESICNE";960418
3802;44;"POPLATEK MESICNE";960418
3821;18;"POPLATEK MESICNE";960418
3907;37;"POPLATEK MESICNE";960418
3854;8;"POPLATEK MESICNE";960418
3606;1;"POPLATEK MESICNE";960418
1939;6;"POPLATEK TYDNE";960419
5726;17;"POPLATEK PO OBRATU";960419
3998;2;"POPLATEK MESICNE";960420
3021;10;"POPLATEK MESICNE";960420
1607;71;"POPLATEK MESICNE";960420
1733;18;"POPLATEK MESICNE";960420
2474;33;"POPLATEK MESICNE";960420
3816;25;"POPLATEK MESICNE";960421
766;3;"POPLATEK MESICNE";960421
695;5;"POPLATEK MESICNE";960421
2287;1;"POPLATEK MESICNE";960421
1358;39;"POPLATEK MESICNE";960421
3019;33;"POPLATEK MESICNE";960421
1641;50;"POPLATEK MESICNE";960422
1624;53;"POPLATEK MESICNE";960422
798;1;"POPLATEK MESICNE";960422
7240;17;"POPLATEK MESICNE";960423
4458;60;"POPLATEK MESICNE";960423
3596;59;"POPLATEK MESICNE";960423
1709;24;"POPLATEK MESICNE";960423
3859;53;"POPLATEK MESICNE";960423
481;72;"POPLATEK MESICNE";960423
1070;62;"POPLATEK MESICNE";960423
3280;1;"POPLATEK MESICNE";960424
689;1;"POPLATEK MESICNE";960424
4488;33;"POPLATEK MESICNE";960424
2246;1;"POPLATEK MESICNE";960425
3301;14;"POPLATEK MESICNE";960425
7997;10;"POPLATEK MESICNE";960425
1542;1;"POPLATEK MESICNE";960425
5395;47;"POPLATEK MESICNE";960426
780;3;"POPLATEK MESICNE";960426
5505;1;"POPLATEK MESICNE";960426
3178;4;"POPLATEK MESICNE";960427
500;56;"POPLATEK MESICNE";960427
3451;52;"POPLATEK MESICNE";960427
1304;40;"POPLATEK MESICNE";960427
3664;1;"POPLATEK MESICNE";960428
3038;10;"POPLATEK MESICNE";960428
951;3;"POPLATEK MESICNE";960428
1529;1;"POPLATEK MESICNE";960428
3027;62;"POPLATEK MESICNE";960429
4342;74;"POPLATEK MESICNE";960429
1582;28;"POPLATEK MESICNE";960501
2730;23;"POPLATEK MESICNE";960502
8896;28;"POPLATEK PO OBRATU";960502
1716;46;"POPLATEK MESICNE";960502
986;74;"POPLATEK MESICNE";960502
1192;29;"POPLATEK MESICNE";960502
2116;70;"POPLATEK MESICNE";960502
